video_id,comment_text,text_cleaned,text_removal,text_normalized,text_manual_replaced,text_tokenize,label
video1,Kalau saya ...jadi atasan. Saya pecat bpomnya.,kalau saya jadi atasan saya pecat bpomnya,kalau jadi atas pecat bpomnya,kalau jadi atas pecat bpomnya,kalau jadi atas pecat bpomnya,"['kalau', 'jadi', 'atas', 'pecat', 'bpomnya']",-1
video1,Kira kira kalo pimtrakol boleh ga ya? Soalnya saya cocok pake pimtrakol kalo batuk pilek Dok,kira kira kalo pimtrakol boleh ga ya soalnya saya cocok pake pimtrakol kalo batuk pilek dok,kira kira kalo pimtrakol ga soal cocok pake pimtrakol kalo batuk pilek dok,kira kira kalau pimtrakol enggak soal cocok pakai pimtrakol kalau batuk pilek dok,kira kira kalau pimtrakol enggak soal cocok pakai pimtrakol kalau batuk pilek dok,"['kira', 'kira', 'kalau', 'pimtrakol', 'enggak', 'soal', 'cocok', 'pakai', 'pimtrakol', 'kalau', 'batuk', 'pilek', 'dok']",0
video3,"Wah dokter turun gunung mantap, d tunggu konten nyari pemilik dompet yg jatohnya dok...",wah dokter turun gunung mantap d tunggu konten nyari pemilik dompet yg jatohnya dok,wah dokter turun gunung mantap d tunggu konten nyari milik dompet yg jatohnya dok,wah dokter turun gunung mantap di tunggu konten mencari milik dompet yang jatohnya dok,wah dokter turun gunung mantap di tunggu konten mencari milik dompet yang jatohnya dok,"['wah', 'dokter', 'turun', 'gunung', 'mantap', 'di', 'tunggu', 'konten', 'mencari', 'milik', 'dompet', 'yang', 'jatohnya', 'dok']",1
video1,Bpom udah g bener kerjanya...ko malah kecolongan terus sih...kmrn kosmetik skrg obat...bpom hrs tanggung jwb n diganti aja struktur organisasinya,bpom udah g bener kerjanya ko malah kecolongan terus sih kmrn kosmetik skrg obat bpom hrs tanggung jwb n diganti aja struktur organisasinya,bpom udah g bener kerja ko malah colong terus sih kmrn kosmetik skrg obat bpom hrs tanggung jwb n ganti aja struktur organisasi,bpom sudah enggak benar kerja kok bahkan colong terus sih kemarin kosmetik sekarang obat bpom harus tanggung jawab dan ganti saja struktur organisasi,bpom sudah enggak benar kerja kok bahkan colong terus sih kemarin kosmetik sekarang obat bpom harus tanggung jawab dan ganti saja struktur organisasi,"['bpom', 'sudah', 'enggak', 'benar', 'kerja', 'kok', 'bahkan', 'colong', 'terus', 'sih', 'kemarin', 'kosmetik', 'sekarang', 'obat', 'bpom', 'harus', 'tanggung', 'jawab', 'dan', 'ganti', 'saja', 'struktur', 'organisasi']",-1
video2,Ya Allah smpe obat kejang untuk epilepsi juga ada 🙄,ya allah smpe obat kejang untuk epilepsi juga ada,allah smpe obat kejang epilepsi ada,allah sampai obat kejang epilepsi ada,allah sampai obat kejang epilepsi ada,"['allah', 'sampai', 'obat', 'kejang', 'epilepsi', 'ada']",0
video1,"Masalahnya anak kecil dok klo sakit makannya susah abis itu rewel nangis trus sedih dok ne FP saya ini anak saya umur 2,7thn ...trus trang saja anak saya lg sakit batuk pilek di bwa ke dokter cuma di kasik obat yg serbuk yg di ulek  kayak jaman dulu itu...udh 2X ke dokternya yg prtama obatnya dh habis tp g sembuh skrng udh yg ke 2xnya sisa 3hari lg habis dh karna 3X1 ... Dlu klo batuk pilek di kasik sirup pling 2-4hari dh sembuh...",masalahnya anak kecil dok klo sakit makannya susah abis itu rewel nangis trus sedih dok ne fp saya ini anak saya umur thn trus trang saja anak saya lg sakit batuk pilek di bwa ke dokter cuma di kasik obat yg serbuk yg di ulek kayak jaman dulu itu udh x ke dokternya yg prtama obatnya dh habis tp g sembuh skrng udh yg ke xnya sisa hari lg habis dh karna x dlu klo batuk pilek di kasik sirup pling hari dh sembuh,masalah anak kecil dok klo sakit makan susah abis rewel nang trus sedih dok ne fp ini anak umur thn trus trang anak lg sakit batuk pilek bwa dokter cuma kasik obat yg serbuk yg ulek kayak jaman dulu udh x dokter yg prtama obat dh habis tp g sembuh skrng udh yg xnya sisa hari lg habis dh karna x dlu klo batuk pilek kasik sirup pling hari dh sembuh,masalah anak kecil dok kalo sakit makan susah habis rewel nang terus sedih dok ini fp ini anak umur tahun terus trang anak lagi sakit batuk pilek bwa dokter cuma kasik obat yang serbuk yang ulek kayak jaman dulu sudah kali dokter yang prtama obat dah habis tapi enggak sembuh sekarang sudah yang xnya sisa hari lagi habis dah karena kali dulu kalo batuk pilek kasik sirup paling hari dah sembuh,masalah anak kecil dok kalo sakit makan susah habis rewel nang terus sedih dok ini fp ini anak umur tahun terus trang anak lagi sakit batuk pilek bwa dokter cuma kasik obat yang serbuk yang ulek kayak jaman dulu sudah kali dokter yang prtama obat dah habis tapi enggak sembuh sekarang sudah yang xnya sisa hari lagi habis dah karena kali dulu kalo batuk pilek kasik sirup paling hari dah sembuh,"['masalah', 'anak', 'kecil', 'dok', 'kalo', 'sakit', 'makan', 'susah', 'habis', 'rewel', 'nang', 'terus', 'sedih', 'dok', 'ini', 'fp', 'ini', 'anak', 'umur', 'tahun', 'terus', 'trang', 'anak', 'lagi', 'sakit', 'batuk', 'pilek', 'bwa', 'dokter', 'cuma', 'kasik', 'obat', 'yang', 'serbuk', 'yang', 'ulek', 'kayak', 'jaman', 'dulu', 'sudah', 'kali', 'dokter', 'yang', 'prtama', 'obat', 'dah', 'habis', 'tapi', 'enggak', 'sembuh', 'sekarang', 'sudah', 'yang', 'xnya', 'sisa', 'hari', 'lagi', 'habis', 'dah', 'karena', 'kali', 'dulu', 'kalo', 'batuk', 'pilek', 'kasik', 'sirup', 'paling', 'hari', 'dah', 'sembuh']",-1
video2,PENGALIHAN ISU,pengalihan isu,alih isu,alih isu,alih isu,"['alih', 'isu']",-1
video2,Kerjanya apa BPOM slma ini.tolong di percepat solnya kami sebagai ibu2 ikut panik.,kerjanya apa bpom slma ini tolong di percepat solnya kami sebagai ibu ikut panik,kerja apa bpom slma tolong cepat sol bagai ibu ikut panik,kerja apa bpom selama tolong cepat sol bagai ibu ikut panik,kerja apa bpom selama tolong cepat sol bagai ibu ikut panik,"['kerja', 'apa', 'bpom', 'selama', 'tolong', 'cepat', 'sol', 'bagai', 'ibu', 'ikut', 'panik']",-1
video1,Terima kasih dokter atas semua penjelasannya lega,terima kasih dokter atas semua penjelasannya lega,terima kasih dokter atas semua jelas lega,terima kasih dokter atas semua jelas lega,terima kasih dokter atas semua jelas lega,"['terima', 'kasih', 'dokter', 'atas', 'semua', 'jelas', 'lega']",1
video1,Terima kasih dok 🙏,terima kasih dok,terima kasih dok,terima kasih dok,terima kasih dok,"['terima', 'kasih', 'dok']",1
video1,Prindapan produksinya mungkin aduk2 pake vitamin tangan 🤣,prindapan produksinya mungkin aduk pake vitamin tangan,prindapan produksi mungkin aduk pake vitamin tangan,prindapan produksi mungkin aduk pakai vitamin tangan,prindapan produksi mungkin aduk pakai vitamin tangan,"['prindapan', 'produksi', 'mungkin', 'aduk', 'pakai', 'vitamin', 'tangan']",-1
video1,Tolong kata2x bang jangan terlalu ilmiah jadinya mak mak pada bingung mksh dog,tolong katax bang jangan terlalu ilmiah jadinya mak mak pada bingung mksh dog,katax bang jangan terlalu ilmiah jadi mak mak bingung mksh dog,katax bang jangan terlalu ilmiah jadi ibu ibu bingung terima kasih dog,katax bang jangan terlalu ilmiah jadi ibu ibu bingung terima kasih dog,"['katax', 'bang', 'jangan', 'terlalu', 'ilmiah', 'jadi', 'ibu', 'ibu', 'bingung', 'terima', 'kasih', 'dog']",1
video1,Ini barang udah puluhan tahun di pakai jutaan anak anak Indonesia GK papah sekarang saja aneh bin ajaib,ini barang udah puluhan tahun di pakai jutaan anak anak indonesia gk papah sekarang saja aneh bin ajaib,barang udah puluh tahun pakai juta anak anak indonesia gk papah sekarang aneh bin ajaib,barang sudah puluh tahun pakai juta anak anak indonesia enggak papah sekarang aneh bin ajaib,barang sudah puluh tahun pakai juta anak anak indonesia enggak papah sekarang aneh bin ajaib,"['barang', 'sudah', 'puluh', 'tahun', 'pakai', 'juta', 'anak', 'anak', 'indonesia', 'enggak', 'papah', 'sekarang', 'aneh', 'bin', 'ajaib']",-1
video1,Informasi yg mengedukasi tuk masyarakat yg sedang galau. BRAVO DR.RICHARD,informasi yg mengedukasi tuk masyarakat yg sedang galau bravo dr richard,informasi yg edukasi tuk masyarakat yg sedang galau bravo dr richard,informasi yang edukasi untuk masyarakat yang sedang galau bravo dari richard,informasi yang edukasi untuk masyarakat yang sedang galau bravo dari richard,"['informasi', 'yang', 'edukasi', 'untuk', 'masyarakat', 'yang', 'sedang', 'galau', 'bravo', 'dari', 'richard']",1
video1,Pancen jempolll,pancen jempolll,pancen jempolll,pancen jempolll,pancen jempolll,"['pancen', 'jempolll']",1
video1,"Pemerintah tujuan nya baik,tapi anak saya sejenis donsindrom katanya anak sejenis ini rentan gampang terserang ,Alhamdulillah anak saya minum obat sirup tak kenatuh",pemerintah tujuan nya baik tapi anak saya sejenis donsindrom katanya anak sejenis ini rentan gampang terserang alhamdulillah anak saya minum obat sirup tak kenatuh,perintah tuju nya baik anak jenis donsindrom kata anak jenis rentan gampang serang alhamdulillah anak minum obat sirup tak kenatuh,perintah tuju nya baik anak jenis donsindrom kata anak jenis rentan gampang serang alhamdulillah anak minum obat sirup tidak kenatuh,perintah tuju nya baik anak jenis donsindrom kata anak jenis rentan gampang serang alhamdulillah anak minum obat sirup tidak kenatuh,"['perintah', 'tuju', 'nya', 'baik', 'anak', 'jenis', 'donsindrom', 'kata', 'anak', 'jenis', 'rentan', 'gampang', 'serang', 'alhamdulillah', 'anak', 'minum', 'obat', 'sirup', 'tidak', 'kenatuh']",1
video1,"Hadir dan nyimak dok, terima kasih atas ulasannya",hadir dan nyimak dok terima kasih atas ulasannya,hadir nyimak dok terima kasih atas ulas,hadir menyimak dok terima kasih atas ulas,hadir menyimak dok terima kasih atas ulas,"['hadir', 'menyimak', 'dok', 'terima', 'kasih', 'atas', 'ulas']",1
video2,di RS sya di ubah menjadi puyer semua dok heheh😂,di rs sya di ubah menjadi puyer semua dok heheh,rs sya ubah jadi puyer semua dok heheh,rs saya ubah jadi puyer semua dok heheh,rs aku ubah jadi puyer semua dok heheh,"['rs', 'aku', 'ubah', 'jadi', 'puyer', 'semua', 'dok', 'heheh']",0
video2,Yg nyebarin berita kayak gitu siapa sih penjarain aja klo ngk ada buktinya,yg nyebarin berita kayak gitu siapa sih penjarain aja klo ngk ada buktinya,yg nyebarin berita kayak gitu siapa sih penjarain aja klo ngk bukti,yang nyebarin berita kayak begitu siapa sih penjarain saja kalo enggak bukti,yang nyebarin berita kayak begitu siapa sih penjarain saja kalo enggak bukti,"['yang', 'nyebarin', 'berita', 'kayak', 'begitu', 'siapa', 'sih', 'penjarain', 'saja', 'kalo', 'enggak', 'bukti']",-1
video1,"Terima kasih Dok , gak pernah bosen liat konten""nya",terima kasih dok gak pernah bosen liat konten nya,terima kasih dok gak pernah bosen liat konten nya,terima kasih dok enggak pernah bosan lihat konten nya,terima kasih dok enggak pernah bosan lihat konten nya,"['terima', 'kasih', 'dok', 'enggak', 'pernah', 'bosan', 'lihat', 'konten', 'nya']",1
video2,"Kalo salah satu pasien yg mayoritas anak"" dikasih tablet mungkin yaa varian tablet jugaa bakalan masuk juga 😂",kalo salah satu pasien yg mayoritas anak dikasih tablet mungkin yaa varian tablet jugaa bakalan masuk juga,kalo salah satu pasien yg mayoritas anak kasih tablet mungkin yaa varian tablet jugaa bakal masuk,kalau salah satu pasien yang mayoritas anak kasih tablet mungkin ya varian tablet juga bakal masuk,kalau salah satu pasien yang mayoritas anak kasih tablet mungkin iya varian tablet juga bakal masuk,"['kalau', 'salah', 'satu', 'pasien', 'yang', 'mayoritas', 'anak', 'kasih', 'tablet', 'mungkin', 'iya', 'varian', 'tablet', 'juga', 'bakal', 'masuk']",0
video1,"Melansir dari temuan Samchem Prasandha, EGBE dapat memimbulkan efek kesehatan yang serius, coba cari lagi artikel",melansir dari temuan samchem prasandha egbe dapat memimbulkan efek kesehatan yang serius coba cari lagi artikel,lansir temu samchem prasandha egbe memimbulkan efek sehat serius coba cari artikel,lansir temu samchem prasandha egbe memimbulkan efek sehat serius coba cari artikel,lansir temu samchem prasandha egbe memimbulkan efek sehat serius coba cari artikel,"['lansir', 'temu', 'samchem', 'prasandha', 'egbe', 'memimbulkan', 'efek', 'sehat', 'serius', 'coba', 'cari', 'artikel']",0
video1,Kalau menurut saya yg berbahaya itu minuman kemasan yg suka di konsumsi  anak kadang mereka lebih suka minuman kemasan yg mengandung  aspartan tinggi ketimbang minum air putih...,kalau menurut saya yg berbahaya itu minuman kemasan yg suka di konsumsi anak kadang mereka lebih suka minuman kemasan yg mengandung aspartan tinggi ketimbang minum air putih,kalau turut yg bahaya minum kemas yg suka konsumsi anak kadang lebih suka minum kemas yg kandung aspartan tinggi ketimbang minum air putih,kalau turut yang bahaya minum kemas yang suka konsumsi anak kadang lebih suka minum kemas yang kandung aspartan tinggi ketimbang minum air putih,kalau turut yang bahaya minum kemas yang suka konsumsi anak kadang lebih suka minum kemas yang kandung aspartan tinggi ketimbang minum air putih,"['kalau', 'turut', 'yang', 'bahaya', 'minum', 'kemas', 'yang', 'suka', 'konsumsi', 'anak', 'kadang', 'lebih', 'suka', 'minum', 'kemas', 'yang', 'kandung', 'aspartan', 'tinggi', 'ketimbang', 'minum', 'air', 'putih']",0
video1,Dr richard mmg pintar,dr richard mmg pintar,dr richard mmg pintar,dari richard memang pintar,dari richard memang pintar,"['dari', 'richard', 'memang', 'pintar']",1
video2,"Saya orang awam tentang obat obatan. Tapi sebelum dr. Ricad ngomong seperti ini, sy sudah ber ansumsi spt ini. Apa makanan dan minuman yg sehari2 dikonsumsi, kurangnya minum air putih setelah minum oBat.",saya orang awam tentang obat obatan tapi sebelum dr ricad ngomong seperti ini sy sudah ber ansumsi spt ini apa makanan dan minuman yg sehari dikonsumsi kurangnya minum air putih setelah minum obat,orang awam obat obat belum dr ricad ngomong sy ber ansumsi spt ini apa makan minum yg hari konsumsi kurang minum air putih minum obat,orang awam obat obat belum dari ricad mengomong saya ber ansumsi seperti ini apa makan minum yang hari konsumsi kurang minum air putih minum obat,orang awam obat obat belum dari ricad mengomong aku ber ansumsi seperti ini apa makan minum yang hari konsumsi kurang minum air putih minum obat,"['orang', 'awam', 'obat', 'obat', 'belum', 'dari', 'ricad', 'mengomong', 'aku', 'ber', 'ansumsi', 'seperti', 'ini', 'apa', 'makan', 'minum', 'yang', 'hari', 'konsumsi', 'kurang', 'minum', 'air', 'putih', 'minum', 'obat']",-1
video3,"Ya dok,hahhaha",ya dok hahhaha,dok hahhaha,dok hahhaha,dok hahhaha,"['dok', 'hahhaha']",0
video1,"Ada anak yang sembuh deman dgn contreksin kunyah, tp anak saya tidak, waktu saya ksh tempra 2_3x baru bisa surut panasnya,,,, sempat panik, karna 2minggu lalu anak saya panas 4hari gk turun, ada muntah, murus, dan kembung, ada batuk pilek nya, langsung saya kedokter, kembung dan murusnya sembuh, tp panas nya belom, akhirnya saya belikan tempra 6thn+ dan triaminic,batuk pilek,,,Alhamdulilah anak saya sembuh dok,,,",ada anak yang sembuh deman dgn contreksin kunyah tp anak saya tidak waktu saya ksh tempra x baru bisa surut panasnya sempat panik karna minggu lalu anak saya panas hari gk turun ada muntah murus dan kembung ada batuk pilek nya langsung saya kedokter kembung dan murusnya sembuh tp panas nya belom akhirnya saya belikan tempra thn dan triaminic batuk pilek alhamdulilah anak saya sembuh dok,anak sembuh dgn contreksin kunyah tp anak tidak waktu ksh tempra x baru surut panas sempat panik karna minggu lalu anak panas hari gk turun muntah murus kembung batuk pilek nya langsung dokter kembung murus sembuh tp panas nya bom akhir belikan tempra thn triaminic batuk pilek alhamdulilah anak sembuh dok,anak sembuh dengan contreksin kunyah tapi anak tidak waktu kasih tempra kali baru surut panas sempat panik karena minggu lalu anak panas hari enggak turun muntah murus kembung batuk pilek nya langsung dokter kembung murus sembuh tapi panas nya bom akhir belikan tempra tahun triaminic batuk pilek alhamdulilah anak sembuh dok,anak sembuh dengan contreksin kunyah tapi anak tidak waktu kasih tempra kali baru surut panas sempat panik karena minggu lalu anak panas hari enggak turun muntah murus kembung batuk pilek nya langsung dokter kembung murus sembuh tapi panas nya bom akhir belikan tempra tahun triaminic batuk pilek alhamdulilah anak sembuh dok,"['anak', 'sembuh', 'dengan', 'contreksin', 'kunyah', 'tapi', 'anak', 'tidak', 'waktu', 'kasih', 'tempra', 'kali', 'baru', 'surut', 'panas', 'sempat', 'panik', 'karena', 'minggu', 'lalu', 'anak', 'panas', 'hari', 'enggak', 'turun', 'muntah', 'murus', 'kembung', 'batuk', 'pilek', 'nya', 'langsung', 'dokter', 'kembung', 'murus', 'sembuh', 'tapi', 'panas', 'nya', 'bom', 'akhir', 'belikan', 'tempra', 'tahun', 'triaminic', 'batuk', 'pilek', 'alhamdulilah', 'anak', 'sembuh', 'dok']",1
video1,"Dokter. Saya mau bertanya, apakah ada cara untuk memutihkan kulit?",dokter saya mau bertanya apakah ada cara untuk memutihkan kulit,dokter mau tanya ada cara mutih kulit,dokter mau tanya ada cara mutih kulit,dokter mau tanya ada cara mutih kulit,"['dokter', 'mau', 'tanya', 'ada', 'cara', 'mutih', 'kulit']",0
video2,Nanya dok saya ibu rumah tangga jd takut mau gasih anak saya obat sirup. Benar kah berita tentang obat sirup ini,nanya dok saya ibu rumah tangga jd takut mau gasih anak saya obat sirup benar kah berita tentang obat sirup ini,nanya dok ibu rumah tangga jd takut mau gasih anak obat sirup benar berita obat sirup,bertanya dok ibu rumah tangga jadi takut mau enggak sih anak obat sirup benar berita obat sirup,bertanya dok ibu rumah tangga jadi takut mau enggak sih anak obat sirup benar berita obat sirup,"['bertanya', 'dok', 'ibu', 'rumah', 'tangga', 'jadi', 'takut', 'mau', 'enggak', 'sih', 'anak', 'obat', 'sirup', 'benar', 'berita', 'obat', 'sirup']",-1
video3,Waduh itu karyawan *******. Jangan sampe dpecat karyawannya gr2 video ini. Good video doc,waduh itu karyawan jangan sampe dpecat karyawannya gr video ini good video doc,waduh karyawan jangan sampe dpecat karyawannya gr video good video doc,waduh karyawan jangan sampai dpecat karyawannya gede rasa video bagus video doc,waduh karyawan jangan sampai dpecat karyawannya gede rasa video bagus video doc,"['waduh', 'karyawan', 'jangan', 'sampai', 'dpecat', 'karyawannya', 'gede', 'rasa', 'video', 'bagus', 'video', 'doc']",0
video1,"Mungkin ada tanggal kedaluarsa , yang sudah terlewat . dan terminum pasien. 
soalnya kadang bidan di tempatku menutup i merk dengan kertas coret""an. 
sampek rumah sebelum aku kasih minum ke baby. aq buka kertas penutup , dan aku lihat tanggal kedaluarsanya. kalo aman aku minumkan ke anak sesuai takaran.",mungkin ada tanggal kedaluarsa yang sudah terlewat dan terminum pasien soalnya kadang bidan di tempatku menutup i merk dengan kertas coret an sampek rumah sebelum aku kasih minum ke baby aq buka kertas penutup dan aku lihat tanggal kedaluarsanya kalo aman aku minumkan ke anak sesuai takaran,mungkin tanggal kedaluarsa sudah lewat minum pasien soal kadang bidan tempat tutup i merk kertas coret an sampek rumah aku kasih minum baby aq buka kertas tutup aku lihat tanggal kedaluarsanya kalo aman aku minum anak sesuai takar,mungkin tanggal kedaluarsa sudah lewat minum pasien soal kadang bidan tempat tutup i merk kertas coret an sampai rumah aku kasih minum baby aku buka kertas tutup aku lihat tanggal kedaluarsanya kalau aman aku minum anak sesuai takar,mungkin tanggal kedaluarsa sudah lewat minum pasien soal kadang bidan tempat tutup i merk kertas coret an sampai rumah aku kasih minum baby aku buka kertas tutup aku lihat tanggal kedaluarsanya kalau aman aku minum anak sesuai takar,"['mungkin', 'tanggal', 'kedaluarsa', 'sudah', 'lewat', 'minum', 'pasien', 'soal', 'kadang', 'bidan', 'tempat', 'tutup', 'i', 'merk', 'kertas', 'coret', 'an', 'sampai', 'rumah', 'aku', 'kasih', 'minum', 'baby', 'aku', 'buka', 'kertas', 'tutup', 'aku', 'lihat', 'tanggal', 'kedaluarsanya', 'kalau', 'aman', 'aku', 'minum', 'anak', 'sesuai', 'takar']",0
video2,"102 syrup yg dimaksud karena tidak mau bayar umpeti (uang masuk) makanya di banned ...😁
tak pelak spt MUI (Majelis Uang Indonesia) dimana ad umpeti maka ada segel halal ..🤭 ,",syrup yg dimaksud karena tidak mau bayar umpeti uang masuk makanya di banned tak pelak spt mui majelis uang indonesia dimana ad umpeti maka ada segel halal,syrup yg maksud tidak mau bayar umpet uang masuk makanya banned tak pelak spt mui majelis uang indonesia mana ad umpet ada segel halal,syrup yang maksud tidak mau bayar umpet uang masuk makanya banned tidak pelak seperti mui majelis uang indonesia mana ada umpet ada segel halal,syrup yang maksud tidak mau bayar umpet uang masuk makanya banned tidak pelak seperti mui majelis uang indonesia mana ada umpet ada segel halal,"['syrup', 'yang', 'maksud', 'tidak', 'mau', 'bayar', 'umpet', 'uang', 'masuk', 'makanya', 'banned', 'tidak', 'pelak', 'seperti', 'mui', 'majelis', 'uang', 'indonesia', 'mana', 'ada', 'umpet', 'ada', 'segel', 'halal']",-1
video1,"👍👍👍👍👍,🙏terimakasih bnyk dok,penjelasan nya sngt jelas dan logis skli.krna bnyk nya pemberitaan""akhir ini ,kami sngt ketakutan dok,sampe""warga desa kami yg sakit ,gak ada yg mau ke doktor/beli obat Lg,trutama utk anak""nya,termasuk saya dan istri jadi sngat khawatir banget dgn heboh nya pemberitaan"" yg sngt mnggegerkan itu,belum lah jg bnr"" sembuh trauma kami ini dgn covid,skrng sdh ditimpah Lg dgn obat""cair,haduuuuh, kami ini rakyat biasa sngt resah dgn hal"" kaya gini ,krna pengetahuan kami sngt minim,sharus nya pemerintah itu ,mnjelaskn nya dgn sngt jelas,seprti pnjelasan nya doktor ini,Jd kami mengerti,,,,nggk ujung lngsung mmberitakn korban""obat sirup anak,yg mmbuat kami lngsng trsentak.",terimakasih bnyk dok penjelasan nya sngt jelas dan logis skli krna bnyk nya pemberitaan akhir ini kami sngt ketakutan dok sampe warga desa kami yg sakit gak ada yg mau ke doktor beli obat lg trutama utk anak nya termasuk saya dan istri jadi sngat khawatir banget dgn heboh nya pemberitaan yg sngt mnggegerkan itu belum lah jg bnr sembuh trauma kami ini dgn covid skrng sdh ditimpah lg dgn obat cair haduuuuh kami ini rakyat biasa sngt resah dgn hal kaya gini krna pengetahuan kami sngt minim sharus nya pemerintah itu mnjelaskn nya dgn sngt jelas seprti pnjelasan nya doktor ini jd kami mengerti nggk ujung lngsung mmberitakn korban obat sirup anak yg mmbuat kami lngsng trsentak,terimakasih bnyk dok jelas nya sngt jelas logis skli krna bnyk nya berita akhir sngt takut dok sampe warga desa yg sakit gak yg mau doktor beli obat lg trutama utk anak nya masuk dan istri jadi sngat khawatir banget dgn heboh nya berita yg sngt mnggegerkan belum lah jg bnr sembuh trauma dgn covid skrng sdh ditimpah lg dgn obat cair haduuuuh ini rakyat biasa sngt resah dgn kaya gin krna tahu sngt minim sharus nya perintah mnjelaskn nya dgn sngt jelas seprti pnjelasan nya doktor ini jd erti nggk ujung lngsung mmberitakn korban obat sirup anak yg mmbuat kami lngsng trsentak,terimakasih banyak dok jelas nya sangat jelas logis sekali karena banyak nya berita akhir sangat takut dok sampai warga desa yang sakit enggak yang mau doktor beli obat lagi terutama untuk anak nya masuk dan istri jadi sngat khawatir banget dengan heboh nya berita yang sangat mnggegerkan belum lah juga benar sembuh trauma dengan covid sekarang sudah ditimpah lagi dengan obat cair haduuuuh ini rakyat biasa sangat resah dengan kayak gin karena tahu sangat minim sharus nya perintah mnjelaskn nya dengan sangat jelas seprti pnjelasan nya doktor ini jadi erti enggak ujung langsung mmberitakn korban obat sirup anak yang mmbuat kami lngsng trsentak,terimakasih banyak dok jelas nya sangat jelas logis sekali karena banyak nya berita akhir sangat takut dok sampai warga desa yang sakit enggak yang mau doktor beli obat lagi terutama untuk anak nya masuk dan istri jadi sngat khawatir banget dengan heboh nya berita yang sangat mnggegerkan belum lah juga benar sembuh trauma dengan covid sekarang sudah ditimpah lagi dengan obat cair haduuuuh ini rakyat biasa sangat resah dengan kayak gini karena tahu sangat minim sharus nya perintah mnjelaskn nya dengan sangat jelas seprti pnjelasan nya doktor ini jadi erti enggak ujung langsung mmberitakn korban obat sirup anak yang mmbuat kami lngsng trsentak,"['terimakasih', 'banyak', 'dok', 'jelas', 'nya', 'sangat', 'jelas', 'logis', 'sekali', 'karena', 'banyak', 'nya', 'berita', 'akhir', 'sangat', 'takut', 'dok', 'sampai', 'warga', 'desa', 'yang', 'sakit', 'enggak', 'yang', 'mau', 'doktor', 'beli', 'obat', 'lagi', 'terutama', 'untuk', 'anak', 'nya', 'masuk', 'dan', 'istri', 'jadi', 'sngat', 'khawatir', 'banget', 'dengan', 'heboh', 'nya', 'berita', 'yang', 'sangat', 'mnggegerkan', 'belum', 'lah', 'juga', 'benar', 'sembuh', 'trauma', 'dengan', 'covid', 'sekarang', 'sudah', 'ditimpah', 'lagi', 'dengan', 'obat', 'cair', 'haduuuuh', 'ini', 'rakyat', 'biasa', 'sangat', 'resah', 'dengan', 'kayak', 'gini', 'karena', 'tahu', 'sangat', 'minim', 'sharus', 'nya', 'perintah', 'mnjelaskn', 'nya', 'dengan', 'sangat', 'jelas', 'seprti', 'pnjelasan', 'nya', 'doktor', 'ini', 'jadi', 'erti', 'enggak', 'ujung', 'langsung', 'mmberitakn', 'korban', 'obat', 'sirup', 'anak', 'yang', 'mmbuat', 'kami', 'lngsng', 'trsentak']",-1
video1,Nyimak dok sy orang awam🙏🙏,nyimak dok sy orang awam,nyimak dok sy orang awam,menyimak dok saya orang awam,menyimak dok aku orang awam,"['menyimak', 'dok', 'aku', 'orang', 'awam']",0
video2,Duh kyk gak terima nih masa' sanmol dan hufagrip Syrup termasuk😰😢pdahal anakku saat bayi sesudah imunisasi dulu obatnya sanmol Syrup pke pipet dan diresepin dr dokter,duh kyk gak terima nih masa sanmol dan hufagrip syrup termasuk pdahal anakku saat bayi sesudah imunisasi dulu obatnya sanmol syrup pke pipet dan diresepin dr dokter,duh kyk gak terima nih masa sanmol hufagrip syrup masuk pdahal anak bayi imunisasi dulu obat sanmol syrup pke pipet diresepin dr dokter,aduh kayak enggak terima ini masa sanmol hufagrip syrup masuk padahal anak bayi imunisasi dulu obat sanmol syrup pakai pipet diresepin dari dokter,aduh kayak enggak terima ini masa sanmol hufagrip syrup masuk padahal anak bayi imunisasi dulu obat sanmol syrup pakai pipet diresepin dari dokter,"['aduh', 'kayak', 'enggak', 'terima', 'ini', 'masa', 'sanmol', 'hufagrip', 'syrup', 'masuk', 'padahal', 'anak', 'bayi', 'imunisasi', 'dulu', 'obat', 'sanmol', 'syrup', 'pakai', 'pipet', 'diresepin', 'dari', 'dokter']",-1
video2,Itu obat dari semua penyakit anak2 yg umum...bnr2 ga blh sakit ini mah,itu obat dari semua penyakit anak yg umum bnr ga blh sakit ini mah,obat semua sakit anak yg umum bnr ga blh sakit mah,obat semua sakit anak yang umum benar enggak boleh sakit mah,obat semua sakit anak yang umum benar enggak boleh sakit mah,"['obat', 'semua', 'sakit', 'anak', 'yang', 'umum', 'benar', 'enggak', 'boleh', 'sakit', 'mah']",-1
video2,Kalau iya.... Ade saya sudah 10 tahun pake obat anti kejang epilepsi sampe skrang gak apa apa kok... 😄😄😄,kalau iya ade saya sudah tahun pake obat anti kejang epilepsi sampe skrang gak apa apa kok,kalau iya ade sudah tahun pake obat anti kejang epilepsi sampe skrang gak apa apa kok,kalau iya adek sudah tahun pakai obat anti kejang epilepsi sampai sekarang enggak apa apa kok,kalau iya adek sudah tahun pakai obat anti kejang epilepsi sampai sekarang enggak apa apa kok,"['kalau', 'iya', 'adek', 'sudah', 'tahun', 'pakai', 'obat', 'anti', 'kejang', 'epilepsi', 'sampai', 'sekarang', 'enggak', 'apa', 'apa', 'kok']",1
