video_id,comment_text,text_cleaned,text_removal,text_normalized,text_manual_replaced,text_tokenize
video2,"Indonesia ilmunya ikut ikutan . Apapun yg ada dan terjadi di negara lain, pasti Indonesia yg gempar. Hoak di pidana tapi kebohongan meraja rela untuk orang tertentu saja. Pengalihan suatu biasa . belum lama di suatu tempat pengap . Sekarang kepada balita sampai dewasa. Banyak peraturan di masa kini . Tanpa kita sadari apa yg akan terjadi . Mulailah dari diri sendiri . Semoga dengan semua segala yg terjadi di negeri ini hikmah nya menjadi paham bahwa negeri ini sedang tidak BAIK BAIK saja .",indonesia ilmunya ikut ikutan apapun yg ada dan terjadi di negara lain pasti indonesia yg gempar hoak di pidana tapi kebohongan meraja rela untuk orang tertentu saja pengalihan suatu biasa belum lama di suatu tempat pengap sekarang kepada balita sampai dewasa banyak peraturan di masa kini tanpa kita sadari apa yg akan terjadi mulailah dari diri sendiri semoga dengan semua segala yg terjadi di negeri ini hikmah nya menjadi paham bahwa negeri ini sedang tidak baik baik saja,indonesia ilmu ikut ikut apa yg dan jadi negara pasti indonesia yg gempar hoak pidana bohong raja rela orang alih suatu biasa lama suatu tempat pengap sekarang balita dewasa banyak atur masa kini kita sadar apa yg jadi mulai diri sendiri moga semua segala yg jadi negeri hikmah nya jadi paham negeri sedang baik baik saja,indonesia ilmu ikut ikut apa yang dan jadi negara pasti indonesia yang gempar hoak pidana bohong raja rela orang alih suatu biasa lama suatu tempat pengap sekarang balita dewasa banyak atur masa kini kita sadar apa yang jadi mulai diri sendiri moga semua segala yang jadi negeri hikmah nya jadi paham negeri sedang baik baik saja,indonesia ilmu ikut ikut apa yang dan jadi negara pasti indonesia yang gempar hoak pidana bohong raja rela orang alih suatu biasa lama suatu tempat pengap sekarang balita dewasa banyak atur masa kini kita sadar apa yang jadi mulai diri sendiri semoga semua segala yang jadi negeri hikmah nya jadi paham negeri sedang baik baik saja,"['indonesia', 'ilmu', 'ikut', 'ikut', 'apa', 'yang', 'dan', 'jadi', 'negara', 'pasti', 'indonesia', 'yang', 'gempar', 'hoak', 'pidana', 'bohong', 'raja', 'rela', 'orang', 'alih', 'suatu', 'biasa', 'lama', 'suatu', 'tempat', 'pengap', 'sekarang', 'balita', 'dewasa', 'banyak', 'atur', 'masa', 'kini', 'kita', 'sadar', 'apa', 'yang', 'jadi', 'mulai', 'diri', 'sendiri', 'semoga', 'semua', 'segala', 'yang', 'jadi', 'negeri', 'hikmah', 'nya', 'jadi', 'paham', 'negeri', 'sedang', 'baik', 'baik', 'saja']"
video2,"Dok...rhinos junior, imunped, sanmol, ambroxol, vometa, zinc pro sudah pakai semua",dok rhinos junior imunped sanmol ambroxol vometa zinc pro sudah pakai semua,dok rhinos junior imunped sanmol ambroxol vometa zinc pro pakai semua,dok rhinos junior imunped sanmol ambroxol vometa zinc profesional pakai semua,dok rhinos junior imunped sanmol ambroxol vometa zinc profesional pakai semua,"['dok', 'rhinos', 'junior', 'imunped', 'sanmol', 'ambroxol', 'vometa', 'zinc', 'profesional', 'pakai', 'semua']"
video2,"Anehnya obat ini sdh lama beredar dan sdh banyak yg konsumsi tapi blm ada laporan gagal ginjal karena prodak tersebut, kenapa baru sekarang terjadi, memangg bahan dan komposisinya beda????",anehnya obat ini sdh lama beredar dan sdh banyak yg konsumsi tapi blm ada laporan gagal ginjal karena prodak tersebut kenapa baru sekarang terjadi memangg bahan dan komposisinya beda,aneh obat sdh lama edar sdh banyak yg konsumsi blm lapor gagal ginjal prodak sebut baru sekarang jadi memangg bahan komposisi beda,aneh obat sudah lama edar sudah banyak yang konsumsi belum lapor gagal ginjal produk sebut baru sekarang jadi memangg bahan komposisi beda,aneh obat sudah lama edar sudah banyak yang konsumsi belum lapor gagal ginjal produk sebut baru sekarang jadi memangg bahan komposisi beda,"['aneh', 'obat', 'sudah', 'lama', 'edar', 'sudah', 'banyak', 'yang', 'konsumsi', 'belum', 'lapor', 'gagal', 'ginjal', 'produk', 'sebut', 'baru', 'sekarang', 'jadi', 'memangg', 'bahan', 'komposisi', 'beda']"
video2,"Itu merk semua warga indonesia rata2 pasti pernah konsumsi yg bahkan sekarang udah dewasa dan baik2 aja. Nah kenapa sekarang baru muncul sekian puluh anak yg kena gagal ginjal?
Apa perusahaan yg punya merk tsb lupa bayar ""pajak""?
Atau ada ""permainan"" dari pihak tertentu?
Semoga anak2 indonesia sehat2 saja.
Jaga makanan juga, karena banyak jajanan anak yg mengandung tinggi natrium, msg, gula, pewarna buatan, pengawet, lemak dan kehigienisan dalam pembuatan jajanan juga harus ditanyakan",itu merk semua warga indonesia rata pasti pernah konsumsi yg bahkan sekarang udah dewasa dan baik aja nah kenapa sekarang baru muncul sekian puluh anak yg kena gagal ginjal apa perusahaan yg punya merk tsb lupa bayar pajak atau ada permainan dari pihak tertentu semoga anak indonesia sehat saja jaga makanan juga karena banyak jajanan anak yg mengandung tinggi natrium msg gula pewarna buatan pengawet lemak dan kehigienisan dalam pembuatan jajanan juga harus ditanyakan,merk semua warga indonesia rata pernah konsumsi yg bahkan sekarang udah dewasa baik aja nah sekarang baru muncul sekian puluh anak yg kena gagal ginjal apa usaha yg punya merk tsb lupa bayar pajak ada main pihak moga anak indonesia sehat jaga makan karena banyak jajan anak yg kandung tinggi natrium msg gula warna buat awet lemak higienis buat jajan harus tanya,merk semua warga indonesia rata pernah konsumsi yang bahkan sekarang sudah dewasa baik saja nah sekarang baru muncul sekian puluh anak yang kena gagal ginjal apa usaha yang punya merk tersebut lupa bayar pajak ada main pihak moga anak indonesia sehat jaga makan karena banyak jajan anak yang kandung tinggi natrium msg gula warna buat awet lemak higienis buat jajan harus tanya,merk semua warga indonesia rata pernah konsumsi yang bahkan sekarang sudah dewasa baik saja nah sekarang baru muncul sekian puluh anak yang kena gagal ginjal apa usaha yang punya merk tersebut lupa bayar pajak ada main pihak semoga anak indonesia sehat jaga makan karena banyak jajan anak yang kandung tinggi natrium msg gula warna buat awet lemak higienis buat jajan harus tanya,"['merk', 'semua', 'warga', 'indonesia', 'rata', 'pernah', 'konsumsi', 'yang', 'bahkan', 'sekarang', 'sudah', 'dewasa', 'baik', 'saja', 'nah', 'sekarang', 'baru', 'muncul', 'sekian', 'puluh', 'anak', 'yang', 'kena', 'gagal', 'ginjal', 'apa', 'usaha', 'yang', 'punya', 'merk', 'tersebut', 'lupa', 'bayar', 'pajak', 'ada', 'main', 'pihak', 'semoga', 'anak', 'indonesia', 'sehat', 'jaga', 'makan', 'karena', 'banyak', 'jajan', 'anak', 'yang', 'kandung', 'tinggi', 'natrium', 'msg', 'gula', 'warna', 'buat', 'awet', 'lemak', 'higienis', 'buat', 'jajan', 'harus', 'tanya']"
video2,"Saya orang awam tentang medis juga obat²tan 
Tapi saya pernah punya pengalaman keluarga yg anak² nya punya riwayat gagal ginjal,
Dan mereka meng claem gagal ginjal yg mereka dapat bukan dari obat 
Tetepai makanan yg mengandung kebanyakan 
Pemanis buatan soda² yg di kenalkan sejak dini sama anak² 
Pewarna makanan juga makanan instan dan kurang nya mimum air putih.
Mohon maaf ini pengalaman saya ya",saya orang awam tentang medis juga obat tan tapi saya pernah punya pengalaman keluarga yg anak  nya punya riwayat gagal ginjal dan mereka meng claem gagal ginjal yg mereka dapat bukan dari obat tetepai makanan yg mengandung kebanyakan pemanis buatan soda  yg di kenalkan sejak dini sama anak  pewarna makanan juga makanan instan dan kurang nya mimum air putih mohon maaf ini pengalaman saya ya,orang awam medis obat tan pernah punya alam keluarga yg anak nya punya riwayat gagal ginjal meng claem gagal ginjal yg mereka dapat bukan obat tetepai makan yg kandung banyak man buat soda yg kenal sejak dini sama anak warna makan makan instan kurang nya mimum air putih mohon maaf alam saya ya,orang awam medis obat tan pernah punya alam keluarga yang anak nya punya riwayat gagal ginjal meng claem gagal ginjal yang mereka dapat bukan obat tetepai makan yang kandung banyak man buat soda yang kenal sejak dini sama anak warna makan makan instan kurang nya mimum air putih mohon maaf alam saya iya,orang awam medis obat tan pernah punya alam keluarga yang anak nya punya riwayat gagal ginjal meng claem gagal ginjal yang mereka dapat bukan obat tetepai makan yang kandung banyak man buat soda yang kenal sejak dini sama anak warna makan makan instan kurang nya mimum air putih mohon maaf alam aku iya,"['orang', 'awam', 'medis', 'obat', 'tan', 'pernah', 'punya', 'alam', 'keluarga', 'yang', 'anak', 'nya', 'punya', 'riwayat', 'gagal', 'ginjal', 'meng', 'claem', 'gagal', 'ginjal', 'yang', 'mereka', 'dapat', 'bukan', 'obat', 'tetepai', 'makan', 'yang', 'kandung', 'banyak', 'man', 'buat', 'soda', 'yang', 'kenal', 'sejak', 'dini', 'sama', 'anak', 'warna', 'makan', 'makan', 'instan', 'kurang', 'nya', 'mimum', 'air', 'putih', 'mohon', 'maaf', 'alam', 'aku', 'iya']"
video2,Seneng bngt klo dr . Richard coment,seneng bngt klo dr richard coment,neng bngt klo dr richard coment,neng banget kalo dari richard komentar,neng banget kalo dari richard komentar,"['neng', 'banget', 'kalo', 'dari', 'richard', 'komentar']"
video2,Pabrik obat sirup berhak menuntut yang terkait yang melarang menarik,pabrik obat sirup berhak menuntut yang terkait yang melarang menarik,pabrik obat sirup hak tuntut kait larang tarik,pabrik obat sirup hak tuntut kait larang tarik,pabrik obat sirup hak tuntut kait larang tarik,"['pabrik', 'obat', 'sirup', 'hak', 'tuntut', 'kait', 'larang', 'tarik']"
video2,"36:20 Deep banget, semoga bisa dipahami ""mereka"".",deep banget semoga bisa dipahami mereka,deep banget moga paham,deep banget moga paham,deep banget semoga paham,"['deep', 'banget', 'semoga', 'paham']"
video2,13:50 102 obat,obat,obat,obat,obat,['obat']
video2,"dr.Richard, kereeen...berani mengucapkan kemungkinan vaksin...kl bkn krn obat, susah cari korelasinya, ya jgn dipaksa. Nnt dikira mengalihkan perhatian...kan udah pengalaman kita dialihkan perhatian thdp sesuatu, Cek other possibilitues.. Krn kl dipaksaain, nnt mlh yg the real issue, tak terdeteksi. Misalnya, ini misalnya lho,  cek kl pasien di atas 6 thn, divaksin atau tdk. Atau cekl, kl saat anak2 itu dlm perut, org tua mrk menerima vaksin atau tidak.cek, ada kemunginan shedding dr vaksin tdk terutama yg mRNA. Berarti yg usia 2 thn gitu. Atau cek air minum yg digunakan krn kl tdk salah air galon isu ulang dsb, tdk perlu cek BPOM. atau cek spt yg dokter bilang, makanan mrk spt nugget dan snack2, atau cek teory ahli Biology Dr. Christina Parks di twitter, dll....di kalbar, menurut ketua IDAI Kalbar lwt program tvri kalbar Dialog Publik , sampai tgl 25 oktober kemaren, tdk ada kasus gagal ginjal yg dimaksud. Pdhl minum obat2 yg sama. Ada apa? Jd sebaiknya perlu memperluas kemungkinan.",dr richard kereeen berani mengucapkan kemungkinan vaksin kl bkn krn obat susah cari korelasinya ya jgn dipaksa nnt dikira mengalihkan perhatian kan udah pengalaman kita dialihkan perhatian thdp sesuatu cek other possibilitues krn kl dipaksaain nnt mlh yg the real issue tak terdeteksi misalnya ini misalnya lho cek kl pasien di atas thn divaksin atau tdk atau cekl kl saat anak itu dlm perut org tua mrk menerima vaksin atau tidak cek ada kemunginan shedding dr vaksin tdk terutama yg mrna berarti yg usia thn gitu atau cek air minum yg digunakan krn kl tdk salah air galon isu ulang dsb tdk perlu cek bpom atau cek spt yg dokter bilang makanan mrk spt nugget dan snack atau cek teory ahli biology dr christina parks di twitter dll di kalbar menurut ketua idai kalbar lwt program tvri kalbar dialog publik sampai tgl oktober kemaren tdk ada kasus gagal ginjal yg dimaksud pdhl minum obat yg sama ada apa jd sebaiknya perlu memperluas kemungkinan,dr richard kereeen berani ucap mungkin vaksin kl bkn krn obat susah cari korelasi jgn paksa nnt kira alih perhati kan udah alam alih perhati thdp cek other possibilitues krn kl dipaksaain nnt mlh yg the real issue tak deteksi misal misal lho cek kl pasien atas thn vaksin tdk cekl kl anak dlm perut org tua mrk terima vaksin tidak cek kemunginan shedding dr vaksin tdk utama yg mrna arti yg usia thn gitu cek air minum yg krn kl tdk salah air galon isu ulang tdk perlu cek bpom cek spt yg dokter bilang makan mrk spt nugget snack cek teory ahli biology dr christina parks twitter di kalbar turut ketua ida kalbar lwt program tvri kalbar dialog publik tgl oktober kemaren tdk kasus gagal ginjal yg maksud pdhl minum obat yg sama apa jd baik perlu luas mungkin,dari richard keren berani ucap mungkin vaksin kalo bukan karena obat susah cari korelasi jangan paksa nanti kira alih perhati kan sudah alam alih perhati terhadap cek other possibilitues karena kalo dipaksaain nanti malah yang the real issue tidak deteksi misal misal lho cek kalo pasien atas tahun vaksin tidak cekl kalo anak dalam perut orang tua mereka terima vaksin tidak cek kemunginan shedding dari vaksin tidak utama yang mrna arti yang usia tahun begitu cek air minum yang karena kalo tidak salah air galon isu ulang tidak perlu cek bpom cek seperti yang dokter bilang makan mereka seperti nugget snack cek teory ahli biology dari christina parks twitter di kalbar turut ketua ida kalbar lewat program tvri kalbar dialog publik tanggal oktober kemarin tidak kasus gagal ginjal yang maksud padahal minum obat yang sama apa jadi baik perlu luas mungkin,dari richard keren berani ucap mungkin vaksin kalo bukan karena obat susah cari korelasi jangan paksa nanti kira alih perhati kan sudah alam alih perhati terhadap cek other possibilitues karena kalo dipaksaain nanti malah yang the real issue tidak deteksi misal misal lho cek kalo pasien atas tahun vaksin tidak cekl kalo anak dalam perut orang tua mereka terima vaksin tidak cek kemunginan shedding dari vaksin tidak utama yang mrna arti yang usia tahun begitu cek air minum yang karena kalo tidak salah air galon isu ulang tidak perlu cek bpom cek seperti yang dokter bilang makan mereka seperti nugget snack cek teory ahli biology dari christina parks twitter di kalbar turut ketua ida kalbar lewat program tvri kalbar dialog publik tanggal oktober kemarin tidak kasus gagal ginjal yang maksud padahal minum obat yang sama apa jadi baik perlu luas mungkin,"['dari', 'richard', 'keren', 'berani', 'ucap', 'mungkin', 'vaksin', 'kalo', 'bukan', 'karena', 'obat', 'susah', 'cari', 'korelasi', 'jangan', 'paksa', 'nanti', 'kira', 'alih', 'perhati', 'kan', 'sudah', 'alam', 'alih', 'perhati', 'terhadap', 'cek', 'other', 'possibilitues', 'karena', 'kalo', 'dipaksaain', 'nanti', 'malah', 'yang', 'the', 'real', 'issue', 'tidak', 'deteksi', 'misal', 'misal', 'lho', 'cek', 'kalo', 'pasien', 'atas', 'tahun', 'vaksin', 'tidak', 'cekl', 'kalo', 'anak', 'dalam', 'perut', 'orang', 'tua', 'mereka', 'terima', 'vaksin', 'tidak', 'cek', 'kemunginan', 'shedding', 'dari', 'vaksin', 'tidak', 'utama', 'yang', 'mrna', 'arti', 'yang', 'usia', 'tahun', 'begitu', 'cek', 'air', 'minum', 'yang', 'karena', 'kalo', 'tidak', 'salah', 'air', 'galon', 'isu', 'ulang', 'tidak', 'perlu', 'cek', 'bpom', 'cek', 'seperti', 'yang', 'dokter', 'bilang', 'makan', 'mereka', 'seperti', 'nugget', 'snack', 'cek', 'teory', 'ahli', 'biology', 'dari', 'christina', 'parks', 'twitter', 'di', 'kalbar', 'turut', 'ketua', 'ida', 'kalbar', 'lewat', 'program', 'tvri', 'kalbar', 'dialog', 'publik', 'tanggal', 'oktober', 'kemarin', 'tidak', 'kasus', 'gagal', 'ginjal', 'yang', 'maksud', 'padahal', 'minum', 'obat', 'yang', 'sama', 'apa', 'jadi', 'baik', 'perlu', 'luas', 'mungkin']"
video2,Kakak saya juga gagal ginjal bahkan sudah meninggal tpi bukan dr obat2an ..di teliti dr minuman kemasan langsung seduh yg segantung 3000an..karena kakak saya sering ke sawah ke ladanv kalau cuaca panas beli minuman es trsbt..setiap hari tak terasa dari sachet per sachetm.akhirnya terkena gagal ginjal,kakak saya juga gagal ginjal bahkan sudah meninggal tpi bukan dr obatan di teliti dr minuman kemasan langsung seduh yg segantung an karena kakak saya sering ke sawah ke ladanv kalau cuaca panas beli minuman es trsbt setiap hari tak terasa dari sachet per sachetm akhirnya terkena gagal ginjal,kakak juga gagal ginjal bahkan tinggal tpi bukan dr obat teliti dr minum kemas langsung seduh yg gantung an kakak sering sawah ladanv kalau cuaca panas beli minum es trsbt tiap hari tak asa sachet per sachetm akhir kena gagal ginjal,kakak juga gagal ginjal bahkan tinggal tapi bukan dari obat teliti dari minum kemas langsung seduh yang gantung an kakak sering sawah ladanv kalau cuaca panas beli minum es trsbt tiap hari tidak asa sachet per sachetm akhir kena gagal ginjal,kakak juga gagal ginjal bahkan tinggal tapi bukan dari obat teliti dari minum kemas langsung seduh yang gantung an kakak sering sawah ladanv kalau cuaca panas beli minum es trsbt tiap hari tidak asa sachet per sachetm akhir kena gagal ginjal,"['kakak', 'juga', 'gagal', 'ginjal', 'bahkan', 'tinggal', 'tapi', 'bukan', 'dari', 'obat', 'teliti', 'dari', 'minum', 'kemas', 'langsung', 'seduh', 'yang', 'gantung', 'an', 'kakak', 'sering', 'sawah', 'ladanv', 'kalau', 'cuaca', 'panas', 'beli', 'minum', 'es', 'trsbt', 'tiap', 'hari', 'tidak', 'asa', 'sachet', 'per', 'sachetm', 'akhir', 'kena', 'gagal', 'ginjal']"
video2,Pak cetirizine sirup anakku minum tiap hari loh gpp 😂,pak cetirizine sirup anakku minum tiap hari loh gpp,pak cetirizine sirup anak minum tiap hari loh gpp,pak cetirizine sirup anak minum tiap hari loh enggak apa-apa,pak cetirizine sirup anak minum tiap hari loh enggak apa-apa,"['pak', 'cetirizine', 'sirup', 'anak', 'minum', 'tiap', 'hari', 'loh', 'enggak', 'apa-apa']"
video2,Wkwkwk.. Bubarkan BPOM,wkwkwk bubarkan bpom,wkwkwk bubar bpom,wkwkwk bubar bpom,wkwkwk bubar bpom,"['wkwkwk', 'bubar', 'bpom']"
video2,"Fix abis ini semua dokter dan RS penuh dengan anak2. Krn hrs segera periksa. trus utk anak yg demam dokternya resepin bawang aja aja, dan akhirnya RS jualan bawang dan masyarakat beralih ke dukun lagi.
Gak kebayang masuk RS bau bawang 🤣🤣🤣.",fix abis ini semua dokter dan rs penuh dengan anak krn hrs segera periksa trus utk anak yg demam dokternya resepin bawang aja aja dan akhirnya rs jualan bawang dan masyarakat beralih ke dukun lagi gak kebayang masuk rs bau bawang,fix abis semua dokter rs penuh anak krn hrs segera periksa trus utk anak yg demam dokter resepin bawang aja aja akhir rs jual bawang masyarakat alih dukun gak bayang masuk rs bau bawang,fix habis semua dokter rs penuh anak karena harus segera periksa terus untuk anak yang demam dokter resepin bawang saja saja akhir rs jual bawang masyarakat alih dukun enggak bayang masuk rs bau bawang,fix habis semua dokter rs penuh anak karena harus segera periksa terus untuk anak yang demam dokter resepin bawang saja saja akhir rs jual bawang masyarakat alih dukun enggak bayang masuk rs bau bawang,"['fix', 'habis', 'semua', 'dokter', 'rs', 'penuh', 'anak', 'karena', 'harus', 'segera', 'periksa', 'terus', 'untuk', 'anak', 'yang', 'demam', 'dokter', 'resepin', 'bawang', 'saja', 'saja', 'akhir', 'rs', 'jual', 'bawang', 'masyarakat', 'alih', 'dukun', 'enggak', 'bayang', 'masuk', 'rs', 'bau', 'bawang']"
video2,"Trs sblm diedarkan utk diperjualbelikan, ada izin kemenkes dan bpom, kenapa gak di cek sebelumnyaaaa?????? Kmna aja selama ini?????? Br ada kyk gini berkaca ke gambia semua obat kena dampaknya , industri farmasi indonesia jd bingung dong, aplg pengguna obat2annya terutama emak2 dan anak2nya",trs sblm diedarkan utk diperjualbelikan ada izin kemenkes dan bpom kenapa gak di cek sebelumnyaaaa kmna aja selama ini br ada kyk gini berkaca ke gambia semua obat kena dampaknya industri farmasi indonesia jd bingung dong aplg pengguna obatannya terutama emak dan anaknya,trs sblm edar utk diperjualbelikan izin kemenkes bpom gak cek sebelumnyaaaa kmna aja lama br kyk gin kaca gambia semua obat kena dampak industri farmasi indonesia jd bingung dong aplg obat utama emak anak,terus sebelum edar untuk diperjualbelikan izin kemenkes bpom enggak cek sebelumnyaaaa kmna saja lama baru kayak gin kaca gambia semua obat kena dampak industri farmasi indonesia jadi bingung dong aplg obat utama emak anak,terus sebelum edar untuk diperjualbelikan izin kemenkes bpom enggak cek sebelumnyaaaa kmna saja lama baru kayak gini kaca gambia semua obat kena dampak industri farmasi indonesia jadi bingung dong aplg obat utama emak anak,"['terus', 'sebelum', 'edar', 'untuk', 'diperjualbelikan', 'izin', 'kemenkes', 'bpom', 'enggak', 'cek', 'sebelumnyaaaa', 'kmna', 'saja', 'lama', 'baru', 'kayak', 'gini', 'kaca', 'gambia', 'semua', 'obat', 'kena', 'dampak', 'industri', 'farmasi', 'indonesia', 'jadi', 'bingung', 'dong', 'aplg', 'obat', 'utama', 'emak', 'anak']"
video2,"Dr . Richard lee... Aku nge fans 🤗 ""Sukses Sehat selalu """,dr richard lee aku nge fans sukses sehat selalu,dr richard lee aku nge fans sukses sehat selalu,dari richard lee aku nge fan sukses sehat selalu,dari richard lee aku nge fan sukses sehat selalu,"['dari', 'richard', 'lee', 'aku', 'nge', 'fan', 'sukses', 'sehat', 'selalu']"
video2,"mungkin ga sich kalau anak2 ini sakit yang dikita ortu nya sakit batuk pilek biasa ternyata sebenarnya covid. tetapi karena gejala batuk pilek diberi obat untuk, demam, batuk dan pileknya. lalu sakit gagal ginjalnya sebenarnya bukan dr obatnya tp dari efek dr covidnya. karena kalau dr obat khan sebenernya masa iya prosesnya cepet sekali, masa iya mereka minum obat batuk pilek jangka panjang. anakku beberapa dr obat yg disebut dokter sering pakai karena ada radang amandel yg sering kambuh. jd bingung ya, anak2 ga bisa minum obat tablet. digerus dikasi pemanis jg biasanya pahitnya masih terasa. bikin resah aja",mungkin ga sich kalau anak ini sakit yang dikita ortu nya sakit batuk pilek biasa ternyata sebenarnya covid tetapi karena gejala batuk pilek diberi obat untuk demam batuk dan pileknya lalu sakit gagal ginjalnya sebenarnya bukan dr obatnya tp dari efek dr covidnya karena kalau dr obat khan sebenernya masa iya prosesnya cepet sekali masa iya mereka minum obat batuk pilek jangka panjang anakku beberapa dr obat yg disebut dokter sering pakai karena ada radang amandel yg sering kambuh jd bingung ya anak ga bisa minum obat tablet digerus dikasi pemanis jg biasanya pahitnya masih terasa bikin resah aja,mungkin ga sich kalau anak sakit kita ortu nya sakit batuk pilek biasa nyata benar covid gejala batuk pilek beri obat demam batuk pilek lalu sakit gagal ginjal benar bukan dr obat tp efek dr covidnya kalau dr obat khan sebenernya masa iya proses cepet sekali masa iya minum obat batuk pilek jangka panjang anak beberapa dr obat yg sebut dokter sering pakai karena ada radang amandel yg sering kambuh jd bingung anak ga minum obat tablet gerus kasi man jg biasa pahit asa bikin resah aja,mungkin enggak sih kalau anak sakit kita orang tua nya sakit batuk pilek biasa nyata benar covid gejala batuk pilek beri obat demam batuk pilek lalu sakit gagal ginjal benar bukan dari obat tapi efek dari covidnya kalau dari obat kan sebenarnya masa iya proses cepat sekali masa iya minum obat batuk pilek jangka panjang anak beberapa dari obat yang sebut dokter sering pakai karena ada radang amandel yang sering kambuh jadi bingung anak enggak minum obat tablet gerus kasih man juga biasa pahit asa bikin resah saja,mungkin enggak sih kalau anak sakit kita orang tua nya sakit batuk pilek biasa nyata benar covid gejala batuk pilek beri obat demam batuk pilek lalu sakit gagal ginjal benar bukan dari obat tapi efek dari covidnya kalau dari obat kan sebenarnya masa iya proses cepat sekali masa iya minum obat batuk pilek jangka panjang anak beberapa dari obat yang sebut dokter sering pakai karena ada radang amandel yang sering kambuh jadi bingung anak enggak minum obat tablet gerus kasih man juga biasa pahit asa bikin resah saja,"['mungkin', 'enggak', 'sih', 'kalau', 'anak', 'sakit', 'kita', 'orang', 'tua', 'nya', 'sakit', 'batuk', 'pilek', 'biasa', 'nyata', 'benar', 'covid', 'gejala', 'batuk', 'pilek', 'beri', 'obat', 'demam', 'batuk', 'pilek', 'lalu', 'sakit', 'gagal', 'ginjal', 'benar', 'bukan', 'dari', 'obat', 'tapi', 'efek', 'dari', 'covidnya', 'kalau', 'dari', 'obat', 'kan', 'sebenarnya', 'masa', 'iya', 'proses', 'cepat', 'sekali', 'masa', 'iya', 'minum', 'obat', 'batuk', 'pilek', 'jangka', 'panjang', 'anak', 'beberapa', 'dari', 'obat', 'yang', 'sebut', 'dokter', 'sering', 'pakai', 'karena', 'ada', 'radang', 'amandel', 'yang', 'sering', 'kambuh', 'jadi', 'bingung', 'anak', 'enggak', 'minum', 'obat', 'tablet', 'gerus', 'kasih', 'man', 'juga', 'biasa', 'pahit', 'asa', 'bikin', 'resah', 'saja']"
video2,Dari 81 kok lompat ke 92,dari kok lompat ke,kok lompat,kok lompat,kok lompat,"['kok', 'lompat']"
video2,"kalo anak2 gagal ginjal karna obat sirup harusnya dari dulu dong gak boleh konsumsi obat sirup , alhamdulillah anak2 aku dari dulu minum obat sirup apa aja entah paracetamol sehat2 aja 😊😇",kalo anak gagal ginjal karna obat sirup harusnya dari dulu dong gak boleh konsumsi obat sirup alhamdulillah anak aku dari dulu minum obat sirup apa aja entah paracetamol sehat aja,kalo anak gagal ginjal karna obat sirup dulu dong gak konsumsi obat sirup alhamdulillah anak aku dari dulu minum obat sirup apa aja entah paracetamol sehat aja,kalau anak gagal ginjal karena obat sirup dulu dong enggak konsumsi obat sirup alhamdulillah anak aku dari dulu minum obat sirup apa saja entah paracetamol sehat saja,kalau anak gagal ginjal karena obat sirup dulu dong enggak konsumsi obat sirup alhamdulillah anak aku dari dulu minum obat sirup apa saja entah paracetamol sehat saja,"['kalau', 'anak', 'gagal', 'ginjal', 'karena', 'obat', 'sirup', 'dulu', 'dong', 'enggak', 'konsumsi', 'obat', 'sirup', 'alhamdulillah', 'anak', 'aku', 'dari', 'dulu', 'minum', 'obat', 'sirup', 'apa', 'saja', 'entah', 'paracetamol', 'sehat', 'saja']"
video2,"tukang tambal Ban tebar paku dibelokan sisi kanan dan sisi kiri kiosnya..cepat kaya....halo dunia farmasi dan kedokteran yg hidup dgn kemewahan dr sekolah yg mahal2, bisnis dgn tarip mahal...sementara profesi ini adalah profesi kemanusiaan seperti guru,rohaniawan...dll",tukang tambal ban tebar paku dibelokan sisi kanan dan sisi kiri kiosnya cepat kaya halo dunia farmasi dan kedokteran yg hidup dgn kemewahan dr sekolah yg mahal bisnis dgn tarip mahal sementara profesi ini adalah profesi kemanusiaan seperti guru rohaniawan dll,tukang tambal ban tebar paku belok sisi kanan sisi kiri kios cepat kaya halo dunia farmasi dokter yg hidup dgn mewah dr sekolah yg mahal bisnis dgn tarip mahal profesi adalah profesi manusia guru rohaniawan,tukang tambal ban tebar paku belok sisi kanan sisi kiri kios cepat kayak halo dunia farmasi dokter yang hidup dengan mewah dari sekolah yang mahal bisnis dengan tarip mahal profesi adalah profesi manusia guru rohaniawan,tukang tambal ban tebar paku belok sisi kanan sisi kiri kios cepat kayak halo dunia farmasi dokter yang hidup dengan mewah dari sekolah yang mahal bisnis dengan tarip mahal profesi adalah profesi manusia guru rohaniawan,"['tukang', 'tambal', 'ban', 'tebar', 'paku', 'belok', 'sisi', 'kanan', 'sisi', 'kiri', 'kios', 'cepat', 'kayak', 'halo', 'dunia', 'farmasi', 'dokter', 'yang', 'hidup', 'dengan', 'mewah', 'dari', 'sekolah', 'yang', 'mahal', 'bisnis', 'dengan', 'tarip', 'mahal', 'profesi', 'adalah', 'profesi', 'manusia', 'guru', 'rohaniawan']"
video2,Waduh ..jadi meragukan kinerja BPOM nih...ngapain aj selama ini....Ya Allah 😭😭,waduh jadi meragukan kinerja bpom nih ngapain aj selama ini ya allah,waduh jadi ragu kerja bpom nih ngapain aj lama ya allah,waduh jadi ragu kerja bpom ini mengapai saja lama iya allah,waduh jadi ragu kerja bpom ini mengapai saja lama iya allah,"['waduh', 'jadi', 'ragu', 'kerja', 'bpom', 'ini', 'mengapai', 'saja', 'lama', 'iya', 'allah']"
