text_manual_replaced,label
obat batuk maut dalam tahun ada an paruh tinggal entah apa komposisi nya ubah rubah bahaya gagal ginjal itu memang terlalu buru kes gagal manajemen,-1
pak menkes jangan gegabah keluar dteliti dulu,-1
obh combi aman enggak aku mau minum jadi takut,-1
terimakasih bapak dokter richard informasi,1
enggak perlu obat batuk panas kan sudah vaksin imun anak sudah kuat sangat bagong politik bagong,1
dok tempat ku bahkan gosip gagal ginjal jadi vaksin covid bagaimana itu,0
dok mumgkin enggak karena vaksin bian di chanel sbelahnbilang karena bian kalo misal mungkin iya bagaimana proses kok vaksin bian bahkan bikin ggalnginjal khawatir banget anakbsaya habis vaksin bian,-1
yaialah cari aman dulu sangkut nyawa manusia bukan hewan tikus bagaimana sih kamu,-1
jangan jangan nya gara gara anak anak indonesia jajan sembrngn kan sekarang banyak mknn yang warna awet,1
dok tempat tinggal aku masih jual obat syrup tapi bukan mrek yang tadi dokter sebut yang jual apoteker yang buka praktik adik aku sakit demam tinggi dan batuk parah jadi keluarga aku periksa kesitu dok terus aku tax kenapa masih kasih obat sirup terus bilang ktax aku ksi merek yang aman,-1
sekarang pakai obat tradisional dokter biasa pakai orang tua dulu saat sakit panas tinggal oles bawang merah campur minyak kelapa murni batuk kasih madu mencret kasih cengkeh jahae flu paling banyak obat tradisional nya sekarang jual pasar banyak minum alang buat panas dalam,-1
halo dokter richard apa kabar semoga keluarga segar bahagia selalu terimakasih konten dokter sangat manfaat sudah banyak bantu istri dalam hilang flek wajah sekarang istri bahagia karena kulit wajah sehat flek hilang,1
anak ku apa bulan yang lalu kena flu singapur dibresepkan cetirizin sirup kalo demam selalu sanmol kalo batuk kadang unibebi hufagrip semoga allaah lindung anak semua,1
seru ini kalau konten dokter bahas penting kayak gini bukan pelakor pargoy anyway vidio lihat karyawan minimarket enggak edukasi sama atas obat sirup tarik tahu cuma stok habis sudah enggak jual,-1
bpom aneh kerja kok itu,-1
penting viral indonesia ini kalau enggak viral atas enggak gerak cek obat yang sudah sertifikasi,0
itu alam iya dulu tiap konsumsi obat dokter istilah obat kimia makin hari makin parah telah racik obat herbal tradisional makin lama makin sembuh bahkan pernah konsumsi pasien kusta lama bulan sembuh,-1
kalau bayi batuk bagaimana dok,0
ada yang buat livoma dok plng tidak mnghambat tumbu soal makin lama makin banyak tubuh trms,-1
neng banget dengar suara dokter richard sehat selalu dokter,1
sehat sehat pak dokter,0
coba check dulu menkes apa sama menteri yang kemarin,0
berita trend juga punya pikir sama seperti bgaimana negara apa seperti ksus indonesia kok indonesia juga tanya tanya indonesia selalu heboh ini ksus dari luar negara kenapa di indonesia yang heboh sampai banyak yang tinggal sdangkan negara enggak apa kenapa seperti bunuh sedikit sedikit rakyat sendiri,-1
agak nya ramal hilal iseser mulai lihat t,0
harap maklum yang periksa obat ijasahnya beli wkwkkkk,0
banyak minum kemas makan siap saji baik cek ulang kalau kandung zat yang bahaya tarik edar,1
dari ricard ikut tonton jelas kemenkes bukan semywawa kemenkes sudah tetapi jelas ambil,0
tapi kalo lewat online kayak nya ada jual obat sirup,0
iya kok indonesia heboh aku punya anak kecil jadi takut iya aku kira indonesia masalah parah,-1
mungkin india belum banyak hp yang konsumsi warga miskin jadi heboh,0
dokter richard bagi orang indonesia sudah pintar lah kenapa perintah isi anak paud semua kasih msyarakat yang awam anaknya sakit misal enggak mampu dokter main nurut saja anak sakit enggak obat buat pertama bagaimana nasib,-1
memang indonesia negara lucu presiden hebat tapi bantu mengaco kemarin menkominfo sekarang menkes aduh,-1
alhamdulillah dokter bahas berita di tunggu jelas dokter,0
allah senang nya aku lihat dokter,1
tanya tri lesehatannya se orang dokter apa bukaaaaannnn,0
mungkin tanggal kedaluarsa sudah lewat minum pasien soal kadang bidan tempat tutup i merk kertas coret an sampai rumah aku kasih minum baby aku buka kertas tutup aku lihat tanggal kedaluarsanya kalau aman aku minum anak sesuai takar,0
kata persen yang obat sirup persen bagaimana kan kalau begitu jatuh salah obat sedang sakit apa ketemu bakteri virus begitu harap teliti lebih lengkap seluruh,-1
bpom makin kesini persis seperti mui enggak sama sekali,1
heran dok negara lambat tangan padahal sudah banyak korban enggak yakin sirup ada oenyebab,-1
alih berita apa ini,0
duh jelas dokter tenang hati terima kasih dokter,1
presiden bodoh jadi tri bodoh bodoh itu polisi jadi bobrok bantai rakyat,-1
dokkk kok rata gejalany dari batuk jangan virus baru yang serang anak kalo obat dok enggak cuma anak yang kena bisa ribu yang kena,-1
kalau apotek dekat rumah apotek viva juga jual obat sirup anak obat sirup lama masa larang dok alhamdulillah patuh atur apotek,1
lah obat enggak edar terus bagaimana kalau pada sakit di kasih minum air jahe sama beras kencur pak,1
mantap terang benderang,1
adalah salah satu sekian ibu ibu pakai salah satu obat yang tadi sebut telah menonton alhamdulillaaah panik kurang semoga semua sehat selalu bunda amin,1
pancen jempolll,1
negerilucu,0
anak ku pernah minum banyak obat yang sebut atas dan pun resep dokter hadehhhh,-1
hebat warga hehehe kalau minum kali hari lama hari kira penuh jumlah yang larang enggak lebih yakin apa yang jadi sebab covid karena obat india saja yang enggak bagus tiap kali konsumsi obat kan memang saran minum air putih kalau anak kakak pakai gerus obat campur madu,1
percaya alih isu sama iya musibah kanjuruhan,1
maaf dok fokus ibuk belakang,0
lah master dokter indonesia dokter banggan indonesia punya jelas wawas bukan cuma dunia dokter hebat dari lee,1
bisa heboh share di groub whatsapp keluarga,0
ribet obat tradisional ada,0
ialah shock kan biasa accord saja mengalir uang nya amaaaan kendali,1
terima kasih dok atas jelas iya aku jadi lebih paham masyarkat pasti sudah lebih cerdas,1
dokter beberapa obat anak sudah pernah minum akhir minum minggu kemarin waktu rawat yang enggak sebut prove di drop semoga anak anak dan semua anak indonesia sehat sehat selalu amin,1
yang bikin heboh orang yang enggak laku obatx hahhah,1
lebih percaya dokter pada berita yang heboh anak tetap kasih sirup,1
thankyou dok atas jelas,1
hmmmmm napsu narasi nya,1
jadi obat tablet lebih aman karena enggak eg deg,0
mantap dokter richard lee terima kasih buat edukasi nya,1
anak dari kecil sampai dewasa enggak minum obat tablet jadi kasih obat sirup tapi selalu saran anak aku banyak minum air putih hangat vitamin,1
jabat lawak konoha enggak cuma hampir semua lawak pas ada kasus,1
dasar alam waktu sakit covid diare justru ginjal asa sakit bukan karena sakit diare covidnya karena kebykn konsumsi bagai jenis obat sepnjg sakit tersebut ketika ke jenis obat ginjal sembuh dengan sendiri alhamdulillah,1
padahal dokter richard orang nya baik banget loh tapi kenapa iya masih saja orang yang jahat sama beliau,-1
proris hijau baru mnggu kemarin anak minum dok,0
anakq minum obat panas termorex plus usia baru tahun aqnya was ken cek ke lab medical check up tapi uang belum karena itu bukan uang sedikit,0
kalau luar negeri tidak jadi arti indonesia jadi lemah system kontrol,-1
indonesia oranq nya mau tahu urusan orang mau tahu urusan orang sih apa dokter,0
ingat mengeluarkan putus lulus fisika nuklir itb butuh jarak sangat jauuuuuuuuuuuuuh banget dikolerasikan kompetensi bidang yang current issue selamat lieur semua,-1
itu lah sekarang jangan terlalu percaya sama label halal bpom diskes karena semua masih beli,-1
bpom sepertinya lepas tangan harusnya peni kamu kito munduur apa iyabrani mundur,1
aiyeo,0
resep enggak ubah dulu baru sekarang efek,0
benar benar trimakasih atas jelas dok dengar benar benar lemas dengar obat sirup ini soal anak aku sering batuk panas kasih sirup trimakasih dok sekarang lega,1
bangga orang tua dktr punya anak cerdas dktr sht selalu dktr seklga,1
aku tahu vaksin gratis perintah obat sirup di kambing hitam kan lucu kalo memang karena obat kenapa enggak dari dulu tertawa lucu lucu bun,-1
skincare hyden dok,0
bpom kerja apa,0
barang sudah puluh tahun pakai juta anak anak indonesia enggak papah sekarang aneh bin ajaib,-1
terimakasih dok atas cerah yang manfaat banget kami orang awam enggak tahu obatn,1
bikin berita mempertanggungjawabkan berita enggak iya bikin masyarakat panik lho,-1
bayi bulan enggak minum praxion suspensi dok,0
ibu ibu gagal yang buat gaduh,-1
allah padahal anak sakit sering kasih sanmol sirup,-1
rencana iya orang takut makin takut saja lucu memang perintah sekarang,-1
kpk polri periksa bpom,0
kemarin tean habis mabuk komix dok r,1
wkwkwkwkwkwkkwkw obat syrup yang salahkan sudah puluh tahun yang kena bahkan bocah masa kini kenapa puluh tahun lalu bpom mengeluarkan izin,-1
merk kenal kan temu dari rumah anak derita,0
waahh dukun laris nih,1
tuju banget dok anak aku aku pantau terus bak nya beberapa hari karena sebelum ramai obat sirup barusan habis botol minum anak doa ajlah semoga aman banyak minum air putih saja dulu sambil pantau terus bak nya,1
mantap sekali impormasinya nya bang,1
dok mau tahu obat bisa nyembuhin paru sama asma buat anak tahun apa obat alami soal nya pergi dokter anak obat jalan tahun enggak sembuh terus sekarang obat jalan bulan,1
pakai tripod dok,0
maaf dok afrika bukan negara tapi benua gambia nama negara bukan nama kota ayo ayo dok ajar geografi lagi,0
kan juga obat paracetamol syrup fasidol deh jelas sudah tanda bebas alkohol kalo anak baru lahir anak balita bisa makan puyer masak suruh makan puyer kalo obat syrup larang turut yang paling bahaya obat syrup yang kandung kombinasi obat paracetamol syrup yang kandung nya obat flu batuk lucu atur anak kecil minum obat pahit saja enggak bisa masuk orang tua suruh pakai pil kalau anak kecil yang sakit hitung dosis obat saja orang tua anak juga enggak dah tahu apa banyak orang banyak yang remehin demam demam tangan bisa jadi kejang kejang bisa akibat mati istilah ada sampai kapan apa enggak kasihan orang tua yang anak nya sekarang demam ini seluruh indonesia,-1
semua zat kimia racun yang beda obat racun dosis jadi apabila anak yang ngalamin gagal ginjal hanya lebih dosis minum obat karena terimfeksi mikroba doktor tahu hal,0
dok mau tanya dong mohon jasa dasar cerita keluarga korban anak sakit sebelum konsumsi sirup bahkan yang bukan dalam bentuk sedia sirup baru sakit gagal ginjal setelah awat arti bukankah sakit ada sebelum ginjal masalah,1
benar banget dok waktu kecil kalau batuk obat sirup obat batuk ke anak ponakan anak tetangga dan sehat sampai sekarang karena informasi kemenkes sedikit banyak ada panik emak emak memang pintar cari informasi benar terimakasih banyak atas cerah dokter,1
terima kasih dok informasi sangat bantu,1
bpom bpom sekarang bakar jenggot tanggung jawab siapa kalo sudah kayak gini lempar tanggung jawab,-1
alir obat kok mudah sekali masuk pasar apotek awas bpom kok mudah ayam tiren tahu beli yang beres dengan bpom mudah,0
mungkin gambia minum obat kayak minum sirop,0
anak juga minum hari kali ml kalo enggak minum bagaimana dok tiap minggu kali harus terapi,0
thermos es obat syrup juta umat,0
afrika nama benua kalau gambia nama negara bukan kota kalau ibu kota nya banjul,0
ikut games doct,0
kecil kalau sakit pakai obat dok efek sekarang jadi gagal paham semoga selalu beri sehat,1
angkat dari richard jadi kepala bpom,0
waduh jadi ragu kerja bpom ini mengapai saja lama iya allah,-1
tiktok kawan paham sedih yang hilang tapi karena sebab gagal ginjal abu kasus yang sekarang masyarakat kan suka terka nerka gampang panik ngomong-ngomong jelas dari richard detil banget,-1
bingung saja dok obat yang dari dulu kecil minum tiba sekarang heboh akibat gagal ginjal kalau benar apa kabar yang dari dulu minum,-1
pun bukan dokter awam dunia dokter kok sama pikir yang goblok siapa,-1
editor nya dokter banyak edit video entertain konten edukasi banyak kasih sound effect,1
benar banget dokter,1
paling aman madu asli hutan kunyit alami bumi allah swt,1
karena menteri sehat bukan dari orang yang milik kompetensi bidang profesi coba kalau menteri sesuai dengan kompetensi profesi,0
biar indonesia kayak anak bocahhhh,-1
kalau memang benar obat sirop anak bikin gagal ginjal baik nya kepala bpom ahli di bpom di pecat di hukum kriminal karena kerja asal lolos kan obat yang bahaya,-1
dok kalau rhelafen ibuprofen tidak kasih anak,0
terus fungsi bpom depkes buat apa kalau produk yang edar saja masih colong,1
lemah awas fungsi control perintah,0
masyarakat cuma bodoh bodoh cuma alih isu,-1
meliht kejdian seperti sering kasus produk sudah bpom yang edar setelah jadi kasus baru tarik aneh tidak periksa dengan benar dulu baru edar sirup apa sudah yakin obat yang sudah bpom aman masih tunggu kalo kasus lagi baru sibuk mengecek,1
tipe orang yang enggak doyan obat dari kecil sampai bodre dan saja enggak doyan sama sekli kalau sakit enggak bakal mau minum obat sampai benar terkapar baru ke doktr sekarang sudah dewasa enggak pernah minum air putih sama sekli minum nya pengin yang manis terus bagaimana iya dok kalau begitu berusaha belajar minum air putih tetap enggak bisa satu botol hari enggak habis,-1
fakta industri itu yang daftar bpom buat sampel sama buat produksi masal suka dibedain komposisi,-1
tinggal teliti kok susah banget arti kalian ada ilmu nanti kalo nyata obat sirup aman malu sih idi kemenkes,-1
yang bingung obat sirup sudah lama coba baru sekarang isu nyata bahaya gejala gagal ginjal pas masih anak juga hampir sering obat sirup aman,1
pihak yang paling tanggung jawab bpom cara moral pimpin mundur bagai bentuk tanggung jawab tidak jadi di masa depan segar laku kemenkes kes lamban malas,-1
sdahlah kalau anak mati minum obat sirop turun anas kamu apa cuma sesal bpom lama kerja apa,-1
enggak kaget kalau buwat orang vrindapan orang india kalau buwat obat pakai tangan ngaduknya,1
terimakasih dok atas informasi nya,1
dokter cerdas,1
dok edukasi cream glamshine zgbyutidong,0
sanmol syrup bahaya padahal dokter anak mengasih,0
teriak teriak resah tangkap saja teriak teriak jual obat anti gagal ginjal semua skenario rakyat selalu jadi korban,-1
hadir dokter,0
semoga cepat terselaisaikn masalh karena aku orang kampung buat bingun dengan munculny berita ini tapi alhmdulilah dengar jelas dokter jadi sedikit lega trimksih dokter,1
sorbitol kan bahan baku utama produksi ascorbic acid alias vitamin sih,-1
hmm arti minum obat memang enggak dengan susu kalsium enggak jadi batu ginjal,0
review baby gold cream sama maxie dong dok,0
aku sebagai emak yang punya anak jadi bingung sekarang apotek kata sudah enggak jual lagi obat sirup terus kalo anak aku demam bapil bagaimana soal biasa nya aku memang minumin obat parasetamol sirup pada anak prtolongan pertama anak ke dokter,-1
dok sebenarnya orang yang kerja di tri bpom lulus luar negeri apa negeri berpengaruh enggak putus yang mereka buat dengan mereka lulus mana karena yang pikir mereka orang yang luar biasa putus yang mereka buat simpang siur masyarakat kayak jadi coba mereka yang sangat pintar maaf hanya orang awam,-1
gini kalo negara pimpin orang yang enggak punya kompetensi hanya kursi hancur hancur jawab satu revolusi,-1
aku cium bau dollar,0
banyak faktor gagal ginjal anak karena jajan anak yang enggak jelas kakak perempuan kemas siap minum krgnya minum air putih semua obat pnh anak ku pakai alhamdulillah sehat inti nya banyak minum air putih,1
waduuuch padahal kalau anak sakit periksa dokter dapat sirup bagaimana,-1
enggak dok pakai hemohim atomy jaga imun kan herbal,0
tuju anak juga minum obat insyallah aman saja trmh kasih dok informasi sukses selalu,1
mantab sok eduksi nya sangat di paham dan beri bimbing buat masyarakat banyak lebih pikir sehat,1
herbal saja dokter alami jika sangat desak baru bisa pakai kimia,1
turut ini hanya main orang yang sedang bratung di atas buat masalah tambah masalah rakyat,0
kurang gambar dokter,0
kalau diplajaran kimia sama dulu etil glikol dipakai untuk radiator biar beku,0
kalau jajan abang anak sekolah bagaimana,0
dok makas loh dok edukasi emak geger dok gara-gara lihat tv berita judul aneh lihat jadi lumayan cerah enggak panik terima kasih dokter,1
sanmol syrup baru saja beberapa minggu lalu anak minum,0
kan kalo uang nya enggak perlu uji lolosin saja yang penting saling percaya saja,0
memang bpom lama hanya diam mungkin audit benar benar spesifik nyata kepala bpom informasi media kalau bpom hanya meng audit merk bukan formula nya secra spesifik semoga depan lebihh h teliti tidak rugi masyarakat,1
mungkin efek vaksin covid,0
alhamdulillah anak enggak apa-apa minum obat syirup enggak kasih anak minum kakak perempuan sisri minum saset yang manis nya enggak logis saja,1
dari richard keren berani ucap mungkin vaksin kalo bukan karena obat susah cari korelasi jangan paksa nanti kira alih perhati kan sudah alam alih perhati terhadap cek other possibilitues karena kalo dipaksaain nanti malah yang the real issue tidak deteksi misal misal lho cek kalo pasien atas tahun vaksin tidak cekl kalo anak dalam perut orang tua mereka terima vaksin tidak cek kemunginan shedding dari vaksin tidak utama yang mrna arti yang usia tahun begitu cek air minum yang karena kalo tidak salah air galon isu ulang tidak perlu cek bpom cek seperti yang dokter bilang makan mereka seperti nugget snack cek teory ahli biology dari christina parks twitter di kalbar turut ketua ida kalbar lewat program tvri kalbar dialog publik tanggal oktober kemarin tidak kasus gagal ginjal yang maksud padahal minum obat yang sama apa jadi baik perlu luas mungkin,0
nahhhh benar dok obat sudah lama kan iya dok anak saja minum paracetamol syrup kenapa sekarang serempak sakit gagal ginjal mau enggak percaya takut istri jadi rajin periksa popok anak tkt kan iya,-1
masalah apa dengan indonesia enggak dah angin enggak dah ombak kok masalah sirup kalau orang kecil lalai rowet masalah terus bagaimana dengan bpom bukan lalai tahu cuma meresahkn masyarakat,-1
baru cocok fakultas dokter bukan ngebahas menggosipkan artis buat meme enggak jelas,-1
mau god sanmoolll amoxicilin gila iya allah cek dulu dong pak baru di kluarin list obat yang duga cetus gagal ginjal ini brobat enggak sih gila iya,-1
informasi dong termorex sirup turun panas sudah aman dari kemenkes,0
enggak dong skip asam valproat rusak otak anak ku,-1
dokter terima kasih atas edukasi banyak yang ingat solusi dokter hadir dengan paham yang baik solusi yang hebat,1
lama bpom tidur,-1
jangan publikasi dulu teliti dulu setelah hasil baru publikasi enggak muncul panik masa teliti juga pola hidup anak tersebut makan dan minum,0
iya kalau obat sirup bagaimana kalau gars mama nya skincare aneh,-1
betul korona dulu apa produksi vaksin dulu,0
kalau minum madu kayak saja jahe merah aman enggak,0
iya dok bagaimana nama negeri konoha,0
semua yang djelasin sama dokter benar negara lucu suka bikin kaget suka ngeprank rakyat,1
jelas konspirasi iki kan lucu memang ratus anak minum obat jamaah bareng,1
kok jadi ketwa sih melihat dokter,-1
sudah jelas main,-1
bagai orang awam sangat greget iya semua langsung heboh baru periksa lalu kasus besar mana mereka yang wenang awas bahan baku obat edar obat turut juga lalai orang tua beri obat pribadi kondisi obat permen yang tiap hari konsumsi karena sakit yang tidak ada ujung kalau aku lebih pilih tekan angka gejala sakit yang sekarang ini edar misal sekolah laku online dan prokes ketat,1
itu Cuma alih saja kasus korupsi kasus sambu lainlh supya hilang,-1
generasi muda musnah cara halus konspirasi elite,-1
kenapa enggak dari dulu saja cek dari dulu prsaan sebelum kasus kbnyakan anak mnum sirup kenapa enggak cek baik dulu gejala bagaimana jadi kalau anak sakit bagaimana dong,-1
buat perintah tegas siapa yang langgar bpom kasih sangsi di hukum,0
anak juga minum unicough resep dokter bahkan alhamdulillah sih enggak papa,1
indonesia apa heboh semua buat heboh emm kalau ega heboh bukan indonesia pakai dokter,0
ini isu dok alih suatu kasus mungkin wallohualam entah allah maha tahu,1
enggak mungkin misterius aku takut nya karena imunisasi,-1
anak nya pakai vitamin apialys cung,0
negara konoha memang selalu enggak masuk akal bpom kemkes ngeban produk dasar survey bukan dasar teliti menteri pilih bukan dasar bidang jadi gini hasilnys,1
siapa yang salah nyata ada jamin wlpun sudah bpom depkes bingung,1
yang aman apa ges ponakan lagi demam penjelasn dong ges,0
sebab heboh iya netizen yang nyebarin isu bohong dok jadi panik,-1
ujung dagang obat vaksin bukan kota negara gambia,0
kok serentak gini,-1
ke toga tanam obat keluarga minum rimpang jahe kunyit madu batang sereh yang hangat lebih aman cepat reda demam batuk gejala masuk angin,1
anak suka minum air manis yang warna kalau cegah candu minum air teral sekali minum tiga tegok kalau haus minum maaf jangan biasakn anak minum air sirup manis,1
terima kasih infony,1
puluh tahun baru kali ini,0
berarti bpom nya,0
iki yuk opo rek kayak main main hari hari beda lihat amatir cara tangan speechless yakin asli indonesia enggak bodoh,-1
waaaah anak selalu pakai termorex tahun lalu mana ada stok botol,1
jadi perlu pancing air keruh,-1
balik semua yang ada pihak yang untung tuju utama mereka,1
vitamin anak baik nafsu makan juga tidak di iya dok anak minum suplemen sehat merk apialis,0
dulu aku memang enggak percaya sama perintah sekarang alhamdulillah aku golongan putih lama pilih karena enggak yang yakin calon nya,1
terima kasih banyak informasi iya dok terus infoin masyarakat indonesia sangat perlu informasi dokter sehat selalu dok,1
mas jangan heran ini negara sudah kayak tahi berlebihan nya tunggu saja bakal proyek obat apa yang bakal masuk dari china,-1
sehat dok terimakasih selalu beri informasi edukasi,1
salud sama dokter selalu jadi terang buat gelap tidak tahu apa terus kan dok biar terang benderang terima kasih dokter yang baik edukasi,1
alhamdulillah anak aku kalo sakit enggak pernah minum obat cumak pakai babby fifer sembuh karena dari dulu enggak tidak biasa monum obat,1
kalau antibiotik obat panas kah dok,0
kasus muncul kasus sambo kubur,0
indonesia skenario konspirasi batas angka tumbuh duduk salah satu lahir yang selalu giring cesar batas kali,0
yang lewat siapa dok ipusan di ganti dok pakai air kelapa,0
naik anggar tuju baru deh eg deg boleh edar formula gini meminta dana tolak cipta masalah dana tuju masalah selesai,0
nama punya anak punya obat sirup rumah kalau apotik kita cari obat buat anak yang kasih obat sirup ke dokter kita tetap resep obat sirup kalau buat anak anak,0
request cream b utty dong dok,0
kalau yang minum sirup nya enggak khawatir sih yang jadi khawatir sih kalau anak yang minum walaupun bukti bagai orang ibu sangat takut khawatir apa pas anak sakit allah semoga anak seluruh anak indoneisa semua kuat,-1
semua sakit misterius awal vaksin covud,0
menonton bola mati minum obat mati pssi bpom haloooo,0
baru sekarang tahun anak pakai obat sirup enggak masalah aneh nya menteri sehat sering rutin cek lapang takut nya makan jalan es jenis sirup,-1
enggak aneh kemarin corona sekarang dan besok apa,-1
pokok salut sih sama apoteker tenaga farmasi seluruh indonesia kompak patuh sama instruksi perintah salut sama tenaga sehat semoga selalu sinergis,1
yakin bukan obat sirup nya sih tapi hal yang gagal ginjal akut anak yang kena,-1
termo mantan sih yang enggak menyangka obat jaman kibenen sudah edar puluh tahun kok begitu loh kayak waktu abo il bilang obat segala umat sekian puluh tahun baru tarik dari edar kan edyannn,-1
terima kasih dok atas informasi,1
dok bagaimana ini anak lagi konsumsi asam valproat setop dulu bagaimana,0
nama kiamat kecil kali,0
curiga akhir akhir banyak sekali program vaksin balita bahkan anak bulan yang lalu vaksin sekarang mau vaksin sekolah langsung tekan istri tidak berangkat sekolah jangan di vaksin,1
bentar jqk jadi nya mana yang heboh kan mana padahal obat macam sudah macam neqara tapi di masalah,1
bpom dan kemenkes cuma bisa negosiasi asal cuan rakyat mau hidup mau mati bodo mereka,-1
mesti cek dulu lab teliti lebih lanjut main dibanned bae obat yang belum hadeh dari awan we need you,-1
sejak agustus gagal ginjal akut tingkat,0
saja yang umur ken minum obat sirup kalo sakit ketimbang obat tablet karena pahit,-1
benar banget indonesia begitu kamu apa heboh mudah saja anak di lindung dari segala sakit musibah apa amin,1
anak anak justru banyak menkonsumsi makan ringan,1
termorex semoga aman iya dok anak yang gede umur tahun sampai sekarang adik nya umur tahun konimex aman,1
gawat bobrok nya negeri ku kemana peimpin tahun biarkan begini,-1
mungkin alih isu ijazah palsu,0
samsudin yang selamat indonesia,1
enggak masuk akal,1
dok tulisin deskripsi nama obat dan sebenarnya kandung apa yang obat,0
aku minum itu antasida dien buat lambung aman itu,-1
gilaaaaa ethylene glycol eg yang tahu biasa pakai dalam campur cat tembok supaya cat tidak cepat kering adalah larut basah ikat aroma rasa manis obat syrup obat batuk turun panas menganduk eg deg minum biang syrup pakai eg pagi yang sering laku pas ramadhan,1
dok aku menjual sluruh organ tubuh bayar hutang dok,0
hebat doktor richad we love your konten sangat brmanfaat,1
hei bpom blok cek makan minum di konsumsi anak anak,0
sedikit lega tadi panik banget karena anak aku minum obat sirup terima kasih dok atas edukasi,1
alih isu atas jabat mafia hasil uang sambo ter adil jabat indonesia ini sedang sehat otak nya bagai rakyat tidak percaya kerja perintah,-1
semangat terus dok edukasi nya,1
anak deh tahun lebih minum depaken valporite acid bagaimana setop sudah hari dengar kata dokter lebih baik aku lanjut enggak bayang ratus anak obat syloam hermina obat masak iya skelas depaken masalah juga deh bel mahal,-1
produk yang duga gambia asal india kata edar indonesia korban banyak anak indonesia tsunami bpom dokter dok karena masyarakat selama kasih obat anak karena percaya kepada dokter bukti obat masalah arti lama apakah bpom idi terima mentah tawar dari perushaan farmasi atas izin saran tanpa duduk sama bahas kandung manfaat buat masyarakat yang sdng sakit,1
kok ramai begt yang kena puji tuhan anak ada minum obat demam bapil sirup apa,1
ahli nuklir jadi menteri sehat,0
cari aman obat dokter diksih resep sesuai dengan bb anak jadi enggak asal minum obat mungkin sakit bawa bisa jadi pola makan pola hidup pengaruh juga perlu evaluasi,0
tanya mengapai saja lama bpom kerja mengapai kenapa baru sekarang bongkar untuk dokter richard lee sehat selalu tolong edukasi masyarakat awam terimakasih sukses selalu dok,0
jadi sini tahu kerja bpom enggak jelas bahkan salahkan farmasi semua produk kan uji bpom dulu baru di pasar lah sudah tahu bahaya tetap di pasar lama apa di uji bpom,-1
sangat pengaruh dok beberapa hari apotek sepi orang takut obat dari umum bpjs sangat kurang karena takut obat,-1
cocok log innama a malu bin niat suudzon,-1
kalau aku mums dari umur anak ku tahun ku kasih parasetamol tablet tablet tapi pun resep dokter keluarga ku waktu mau kasih tablet ku taro sendok kasih air anget sedikiit saja larut terus ku kasih sedikit madu buat man alhamdulillah sampai sekarang mas efisien buat kasih parasetamol tablet anak ku,1
bagaimana dengan obat herbal jamu tradisional,0
ijin tanya pak dok syrup pim tra kol obat batuk aman anak enggak dok,0
terus langkah apa yang laku perintah kasih saran dok buat perintah,0
kalo deh banget sapa yang tanggung jawab bukan semua abat makan deh uji badan pom,1
ini program musuh rakyat indonesia terdiur kayak indonesia jadi perang rakyat indonesia banyak dead,-1
indonesia netizen nya banyak norak,-1
dok mohon jelas imboost sirup masuk obat yang aman anak,0
bobrok bobrok deh teliti dulu langsung putus masak suruh bukti sendiri bisa rekayasa,-1
minum diabetes nuget kanker bagaimana bpom enggak periksa rasa makanya indonesia hobbi sekali dengan sakit diabetes kanker harap periksa dengan ketat bpom jangan demi haus uang sogo lolos semua sekarang jadi gempar gagal ginjal baru bongkar bobrok badan yang periksa makan minum masuk obat periksa semua obat diabetes kolesterol tiap sakit flu dokter sepeda keluh ada diabetes maksud supaya dokter hati beri obat nyata tambah beli sakit misal pernah kena maag pusing sempoyongan seperti mabuk jalan jantung ber debar sudah ada jadi dengan dari sepeda nya semua hasil sama semua dokter sepeda denpasar sejak itu enggak pernah dokter pakai herbal lebih bagus buat sendiri efek kalo rasa enggak cocok henti herbal lebih murah maaf dokter seperti enggak kenal efek obat yang cocok untuk pasien yang sakit asal buka resep kasih obat dari nya kenal sales obat sehingga dapat bonus banyak aduh dokter bajar jangan asal kasih obat banyak orang jadi korban mereka mau keluh takut dokter singgung makanya kalo tempat orang mati aku tanya siapa dokter yang pegang yang mati misal a b aku anggap gugur dokter tidak obat buat orang antar ke kubur maaf,1
turut dokter obat sirup apa yang aman minum anak ini dok,0
semoga manfaat jelas dokter richard,0
cemar nama baik enggak kalo obat yang diblacklist perintah nyata bukti gagal ginjal,-1
terima kasih dok,1
nasib obat puskesmas bagaimana semua yang sebutin besar di puskesmas,0
juice buah sayur air putih tidur yang cukup olah raga vitamin alami baik cegah sakit buah manggis untuk sakit tenggorok gejala batuk air hangat manjur banget,1
proris huhuhu padahal yang paling cocok sama anak dok kok,-1
